[DEBUG] [2023-02-19 04:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1710c7017618493ca6148089444a4d5b, msgType : 19
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 140, groupId: 1
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 140, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 140, groupId: 1
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 140, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 651b08b60f8b4ce9807bc15153b289a3, msgType : 19
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d2189829519646bba8fe146eeb43ac7e, msgType : 19
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 141, groupId: 1
[DEBUG] [2023-02-19 04:54:28] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 141, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:29] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:29] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 141, groupId: 1
[DEBUG] [2023-02-19 04:54:29] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 141, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:29] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:29] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 142, groupId: 1
[DEBUG] [2023-02-19 04:54:29] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 142, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 142, groupId: 1
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 142, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 143, groupId: 1
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 143, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 143, groupId: 1
[DEBUG] [2023-02-19 04:54:30] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 143, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 73aed4984c6d484794ab40547afea804, msgType : 19
[DEBUG] [2023-02-19 04:54:30] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7631eab662af49148e3b5dbd712d1346, msgType : 19
[DEBUG] [2023-02-19 04:54:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 82ea9066a1444cb592c035d3089ac6cb, msgType : 19
[DEBUG] [2023-02-19 04:54:32] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 01f8fd7a604049949dafa1b2f8a0cfa2, msgType : 19
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 144, groupId: 1
[DEBUG] [2023-02-19 04:54:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 144, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:34] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 144, groupId: 1
[DEBUG] [2023-02-19 04:54:34] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 144, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 04f931a2ead94dc5bc1b0bc12298762b, msgType : 19
[DEBUG] [2023-02-19 04:54:34] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4ada1fad7803454c93a54bd1fb069886, msgType : 19
[DEBUG] [2023-02-19 04:54:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 145, groupId: 1
[DEBUG] [2023-02-19 04:54:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 145, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:35] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:35] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 145, groupId: 1
[DEBUG] [2023-02-19 04:54:35] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 145, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 146, groupId: 1
[DEBUG] [2023-02-19 04:54:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 146, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:36] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 146, groupId: 1
[DEBUG] [2023-02-19 04:54:36] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 146, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 28ee21622bdc4953b08870178e58dab4, msgType : 19
[DEBUG] [2023-02-19 04:54:36] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f291fad521e44a0abdae89a315b56cff, msgType : 19
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 147, groupId: 1
[DEBUG] [2023-02-19 04:54:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 147, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:38] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 147, groupId: 1
[DEBUG] [2023-02-19 04:54:38] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 147, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 20d2e916338649539382d68c4924578e, msgType : 19
[DEBUG] [2023-02-19 04:54:38] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 927203a5ef7a4fb4bfbcb5bcbb058b8d, msgType : 19
[DEBUG] [2023-02-19 04:54:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2254d1a48ada450d9f24149610795af7, msgType : 19
[DEBUG] [2023-02-19 04:54:40] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 40a29fae4ee847779171a0892ab9546d, msgType : 19
[DEBUG] [2023-02-19 04:54:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:41] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:41] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 148, groupId: 1
[DEBUG] [2023-02-19 04:54:41] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 148, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:41] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:41] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 148, groupId: 1
[DEBUG] [2023-02-19 04:54:41] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 148, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:42] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 149, groupId: 1
[DEBUG] [2023-02-19 04:54:42] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:42] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 149, groupId: 1
[DEBUG] [2023-02-19 04:54:42] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e48185558ef443a985c0ed661cf7ade1, msgType : 19
[DEBUG] [2023-02-19 04:54:42] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a5ae2c655733482cb55bb26849243f0e, msgType : 19
[DEBUG] [2023-02-19 04:54:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:43] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:43] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 150, groupId: 1
[DEBUG] [2023-02-19 04:54:43] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 150, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:43] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:43] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 150, groupId: 1
[DEBUG] [2023-02-19 04:54:43] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 150, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ec30a665bda940288801d002ea7d1a0e, msgType : 19
[DEBUG] [2023-02-19 04:54:44] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e9b0fb53d2a1458b9cd9a323f150d5a5, msgType : 19
[DEBUG] [2023-02-19 04:54:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 151, groupId: 1
[DEBUG] [2023-02-19 04:54:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 151, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:45] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:45] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 151, groupId: 1
[DEBUG] [2023-02-19 04:54:45] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 151, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 152, groupId: 1
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 152, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 152, groupId: 1
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 152, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7e5e2928433044fca779b642e16a5565, msgType : 19
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 247f3d9392104eccb2e74a2b32fa5b18, msgType : 19
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 153, groupId: 1
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 153, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:46] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 153, groupId: 1
[DEBUG] [2023-02-19 04:54:46] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 153, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:47] ChannelMsgHandler.onMessage(156) |  call 
